youtubeId,title,channel,bpm,key
Oq1HSvTo4_0,Side Effect - There She Goes Again,Rare Samples & Songs Oleg Tsoy,,
U9-VgemeZ1A,Syl Johnson - Wind Blow Her Back My Way,Rare Samples & Songs Oleg Tsoy,,
Z2hfJKcK3ic,The Chosen Few - Wandering,Rare Samples & Songs Oleg Tsoy,,
GvRtUohYsaE,Martha Ulaeto - Love Is Best,Rare Samples & Songs Oleg Tsoy,,
V0eQ6UmgkNk,Windy City - Win Or Lose [SOUL],Rare Samples & Songs Oleg Tsoy,,
12aqlq49kLc,Jerry Townes - Nevermore,Rare Samples & Songs Oleg Tsoy,,
jkk8N4h30Fs,Van McCoy - Let Me Down Easy [SOUL],Rare Samples & Songs Oleg Tsoy,,
rPnqMek_1AI,Myrna Summers - Here Comes The Son,Rare Samples & Songs Oleg Tsoy,,
qFTIeZFEj8g,The Eptones - No One Else But You,Rare Samples & Songs Oleg Tsoy,,
zVExZmfWAx8,Smoke - Rainy Night [SOUL],Rare Samples & Songs Oleg Tsoy,,
cY3eix8Tv28,Band Of Thieves - Love Me Or Leave Me,Rare Samples & Songs Oleg Tsoy,,
1cIvKchSgSM,Dick Hyman - Body And Soul,Rare Samples & Songs Oleg Tsoy,,
t3o72oj8ZTk,Isaac Hayes - Just The Way You Are [SOUL],Rare Samples & Songs Oleg Tsoy,,
LQExgdtScJg,Showtime Incorporated - Dont Stop [SOUL],Rare Samples & Songs Oleg Tsoy,,
C2GAco1DEUQ,Bloodstone - Something,Rare Samples & Songs Oleg Tsoy,,
MZ2PzvIwh5w,The Mighty Hannibal - Were Gonna Make It,Rare Samples & Songs Oleg Tsoy,,
DH4FQYtRHnU,The Ethics - Tell Me [SOUL],Rare Samples & Songs Oleg Tsoy,,
KrPPyI3WQpU,Booker T And Priscilla - Water Brothers,Rare Samples & Songs Oleg Tsoy,,
DFmXvGhTC8Q,Sylvia St James - So I Say To You,Rare Samples & Songs Oleg Tsoy,,
MsvA5jVM4x4,Pointer Sisters - Easy Days [SOUL],Rare Samples & Songs Oleg Tsoy,,
LuDbBGkjWZA,Minnie Riperton - Im In Love Again [SOUL],Rare Samples & Songs Oleg Tsoy,,
La0j7FDmlrs,Nat Turner Rebellion - Cant Go On Livin,Rare Samples & Songs Oleg Tsoy,,
0C7YB7clZes,Barbara Acklin - More [SOUL],Rare Samples & Songs Oleg Tsoy,,
UUbZsGaFHXw,Ernie Hines - Electrified Love [SOUL],Rare Samples & Songs Oleg Tsoy,,
6xt9b0eQBMY,Latimore - If You Were My Woman [SOUL],Rare Samples & Songs Oleg Tsoy,,
j7KwL2gKWGM,Gene Page - Genes Theme,Rare Samples & Songs Oleg Tsoy,,
G5owP_u2Mb4,Maxine Brown - Seems Youve Forsaken My Love [SOUL],Rare Samples & Songs Oleg Tsoy,,
mFtv26XQca8,The Stylistics - The Great Pretender [SOUL],Rare Samples & Songs Oleg Tsoy,,
0aW30Hmgn3Y,Perfect Touch - Dont Even Try It,Rare Samples & Songs Oleg Tsoy,,
kojKKTd48Z4,Zulema - It Will Never Be The Same Again [SOUL],Rare Samples & Songs Oleg Tsoy,,
C87q17LoKYc,The Dramatics And Ron Banks - And I Panicked [SOUL],Rare Samples & Songs Oleg Tsoy,,
hZj4MImrK0o,Latimore - Long Distance Love,Rare Samples & Songs Oleg Tsoy,,
36lxfktN0vw,JR Bailey - After Hours,Rare Samples & Songs Oleg Tsoy,,
jnPf3IekoE8,Barbara Acklin - More Ways Than One,Rare Samples & Songs Oleg Tsoy,,
BtYlnaehIL0,Today Tomorrow Forever - Love Is Just What You Make It,Rare Samples & Songs Oleg Tsoy,,
djot3STgVUU,The Edwin Hawkins Singers - Children Get Together,Rare Samples & Songs Oleg Tsoy,,
3usNfIxM-4g,The Dells - Thank God Youre My Lady [SOUL],Rare Samples & Songs Oleg Tsoy,,
x6oakrvKg8E,Sylvia Robinson - Next Time That I See You,Rare Samples & Songs Oleg Tsoy,,
sZFb8keFJoY,Jerry Butler - Music In Her Dreams  Dream Music [SOUL],Rare Samples & Songs Oleg Tsoy,,
V-WBLw55f_M,Syreeta - Waitin For The Postman,Rare Samples & Songs Oleg Tsoy,,
QPLM7O2kbzA,BT Express - Now That We Found Love [SOUL],Rare Samples & Songs Oleg Tsoy,,
PzZuxZnKUdY,The Fatback Band - To Be With You [SOUL],Rare Samples & Songs Oleg Tsoy,,
wS0nzglpMWg,Prince Phillip Mitchell - Paying The Price,Rare Samples & Songs Oleg Tsoy,,
wLCPhKKtsGI,The Friends Of Distinction - Lonesome Mood,Rare Samples & Songs Oleg Tsoy,,
aNEI8xN-Axo,The Dells - When Youre Alone,Rare Samples & Songs Oleg Tsoy,,
qf9EP-NiiL4,Luther Ingram - How I Miss My Baby [SOUL],Rare Samples & Songs Oleg Tsoy,,
AvSOaeh2o3c,Kleeer - Kleeer Sailin,Rare Samples & Songs Oleg Tsoy,,
Pue41gPMM44,The Brothers Johnson - So Wont You Stay,Rare Samples & Songs Oleg Tsoy,,
gLMnVGtXTEg,Joan Armatrading - Warm Love,Rare Samples & Songs Oleg Tsoy,,
ni5KNObYyPI,Dionne Warwick - The Balance Of Nature [SOUL],Rare Samples & Songs Oleg Tsoy,,
JNZAh2AhQ1k,Lloyd Price - Mr And Mrs Untrue,Rare Samples & Songs Oleg Tsoy,,
Gqep2vTDeLk,Darrell Banks - When A Man Loves A Woman [SOUL],Rare Samples & Songs Oleg Tsoy,,
sc686deJz6w,Foster Sylvers - Only My Love Is True [SOUL],Rare Samples & Songs Oleg Tsoy,,
IhY0PqeXn_E,The Operation Push Choir - Guide Me OThey Great Jehovah,Rare Samples & Songs Oleg Tsoy,,
OEPgnTT-aAU,Love Unlimited - Is It Really True Boy Is It Really Me,Rare Samples & Songs Oleg Tsoy,,
Fvr1ECjTogo,Black Ivory - Baby Wont You Change Your Mind [SOUL],Rare Samples & Songs Oleg Tsoy,,
fBN1HZZJLnQ,Rose Royce - I Wonder Where You Are Tonight [SOUL],Rare Samples & Songs Oleg Tsoy,,
I9ztKJ1KzXU,"Sharon Jones, The Dap-Kings And Victor Axelrod - Pass Me By",Rare Samples & Songs Oleg Tsoy,,
CZAHS3Jd25I,Zulema - This Child Of Mine [SOUL],Rare Samples & Songs Oleg Tsoy,,
oqIHY5Fxg9M,Gayle McCormick - Gonna Be Alright Now,Rare Samples & Songs Oleg Tsoy,,
BQzWHfmFyLs,Diana Ross And Marvin Gaye - Include Me In Your Life [SOUL],Rare Samples & Songs Oleg Tsoy,,
gZX1XTbWGKo,The Ballads - God Bless Our Love,Rare Samples & Songs Oleg Tsoy,,
8in6hCkG8xo,Syreeta And GC Cameron - Rich Love Poor Love Theme   You Need A Change,Rare Samples & Songs Oleg Tsoy,,
GbJScXiW-mA,Etta James - Waiting For Charlie To Come Home,Rare Samples & Songs Oleg Tsoy,,
0RBiVGotgfg,Honey And The Bees - Make You Mine [SOUL],Rare Samples & Songs Oleg Tsoy,,
s2nW48lEsmg,GC Cameron - Girl I Really Love You [SOUL],Rare Samples & Songs Oleg Tsoy,,
4XK2mxTRnNs,Carol Anderson - Tomorrow Is Not A Promise [SOUL],Rare Samples & Songs Oleg Tsoy,,
rtkNCEISiuo,National Lampoon - Kung Fu Christmas,Rare Samples & Songs Oleg Tsoy,,
yxnBXJOuNjM,Bobby Bland - Lead Me On,Rare Samples & Songs Oleg Tsoy,,
pfh12dbx148,The Imaginations - Ballad Of Matheia,Rare Samples & Songs Oleg Tsoy,,
kJdcP1BsPo4,Midnight Movers Unlimited - Lost For Words,Rare Samples & Songs Oleg Tsoy,,
Qucy-usaLiA,Doug Carn - Eroniffas Brown Bird,Rare Samples & Songs Oleg Tsoy,,
368IUufBs8s,Kool And The Gang - Little Children,Rare Samples & Songs Oleg Tsoy,,
co5HTAYTjI8,Unique Blend - Does He Treat You Better [SOUL],Rare Samples & Songs Oleg Tsoy,,
vUop7hRTvWQ,Debbie Taylor - No Ifs Ands Or Buts [SOUL],Rare Samples & Songs Oleg Tsoy,,
UuYSan73nqA,Art Webb - Glass Dreams,Rare Samples & Songs Oleg Tsoy,,
RQI_Rbzu2Hg,The Satagans - Lovers To Friends [SOUL],Rare Samples & Songs Oleg Tsoy,,
rOFIHsGKkzQ,Brief Encounter - Total Satisfaction [SOUL],Rare Samples & Songs Oleg Tsoy,,
G1ByaCMiJRw,The Blue Notes - Here I Am,Rare Samples & Songs Oleg Tsoy,,
4dZabydX-6U,FBI - Let Me Love You,Rare Samples & Songs Oleg Tsoy,,
KbonHRwtqCw,The Originals - Sunrise [SOUL],Rare Samples & Songs Oleg Tsoy,,
P5tX1HuPMZo,Nancy Wilson - Everyone Knows [SOUL],Rare Samples & Songs Oleg Tsoy,,
sbeWcsOKVx8,Nina Simone - Memphis In June,Rare Samples & Songs Oleg Tsoy,,
IR0RqbHRO5I,The Moments - I Could Have Loved You [SOUL],Rare Samples & Songs Oleg Tsoy,,
zVYo32IstMU,Randy Brown - Do It Baby [SOUL],Rare Samples & Songs Oleg Tsoy,,
MHFecxQqOjc,Isaac Hayes - I Love You Thats All,Rare Samples & Songs Oleg Tsoy,,
ig_iEUt76t0,Gladys Knight And The Pips - Heaven Sent [SOUL],Rare Samples & Songs Oleg Tsoy,,
SGxBc0iL1JQ,Cissy Houston - This Empty Place,Rare Samples & Songs Oleg Tsoy,,
5X3heKrb2Ws,The Whispers - Chocolate Girl [SOUL],Rare Samples & Songs Oleg Tsoy,,
MxoIC_-zrLw,Kitty And The Haywoods - Makin Love [SOUL],Rare Samples & Songs Oleg Tsoy,,
uKzxtVKvN7A,The Floaters And Shu-Ga - For Your Love,Rare Samples & Songs Oleg Tsoy,,
vJNFq4UWjlw,Darondo - Thank You God [SOUL],Rare Samples & Songs Oleg Tsoy,,
7WhAu71XX_o,Truth And Devotion - Heaven At Last,Rare Samples & Songs Oleg Tsoy,,
aRB7iKKy7U0,Bobby Lyle - Good Inside,Rare Samples & Songs Oleg Tsoy,,
do91O8xSIyc,Curtis Mayfield - Sparkle,Rare Samples & Songs Oleg Tsoy,,
JGYqJoqI3i4,Captain Beefheart - Hair Pie Bake One,Rare Samples & Songs Oleg Tsoy,,
Vx5U5mJ9xtc,Đorđe Ilijin - Sećanje Na Mljet,Rare Samples & Songs Oleg Tsoy,,
vhJjjfbQOQk,TUBA - Give It Back,Rare Samples & Songs Oleg Tsoy,,
4LWXoLUrKR8,Isaac Hayes - Something,Rare Samples & Songs Oleg Tsoy,,
IR6XygfEyQM,Bo Hansson - Waltz For Interbeings,Rare Samples & Songs Oleg Tsoy,,
AkZ8tuHM08g,Quidam - Pod Powieką,Rare Samples & Songs Oleg Tsoy,,
KHL52mrQVms,Kay Gardner - Touching Souls,Rare Samples & Songs Oleg Tsoy,,
uOM4re_l6OE,Goblin - Black Forest [ROCK],Rare Samples & Songs Oleg Tsoy,,
PKS6TgWhsaQ,Glenn Jones And The Modulations - Going To A Place,Rare Samples & Songs Oleg Tsoy,,
HE-KXzeAppA,Diana Ross - Sleepin [SOUL],Rare Samples & Songs Oleg Tsoy,,
tJc2rmCaF8c,Honey And The Bees - What About Me,Rare Samples & Songs Oleg Tsoy,,
0_3c_lGQpU8,Bill Bruford - Travels With Myself And Someone Else,Rare Samples & Songs Oleg Tsoy,,
CkSpf7MPcPQ,Jim Pepper - Goin Down To Muskogee,Rare Samples & Songs Oleg Tsoy,,
4ixcoeIPOcw,James Taylor - Sunshine Sunshine,Rare Samples & Songs Oleg Tsoy,,
pxF1ZZ91EGY,Air - Casanova 70,Rare Samples & Songs Oleg Tsoy,,
8GcWO94D1To,Angels Breath - 40 Seconds Of Love,Rare Samples & Songs Oleg Tsoy,,
BfXJ-LQ3fDQ,The Residents - Rest Aria,Rare Samples & Songs Oleg Tsoy,,
Y5R6tLWNVX0,Mahavishnu Orchestra - Pastoral,Rare Samples & Songs Oleg Tsoy,,
JYVD6gUsFFE,Vangelis - Nucleogenesis,Rare Samples & Songs Oleg Tsoy,,
Av_R-Q7nwbg,Geraldine Hunt - You Brought Joy,Rare Samples & Songs Oleg Tsoy,,
ZKz4YMjgQSM,Billy Paul - What Are We Going To Do Now That Hes Back [SOUL],Rare Samples & Songs Oleg Tsoy,,
d-bPT0MLehI,Jerry Washington - I Wont Leave You Hanging,Rare Samples & Songs Oleg Tsoy,,
GrAww_7p2hg,The Si-Berians - This Is The Ending Of Our Love [SOUL],Rare Samples & Songs Oleg Tsoy,,
ANeOGAvSDes,The Now Generation - People Make The World Go Round [SOUL],Rare Samples & Songs Oleg Tsoy,,
19Z4itHFOIk,Dorothy Moore - Too Blind To See [SOUL],Rare Samples & Songs Oleg Tsoy,,
ty0I_nBHDsQ,Enon - Rubber Car [ROCK],Rare Samples & Songs Oleg Tsoy,,
j3USyYHLgFg,The Human League - Toyota City,Rare Samples & Songs Oleg Tsoy,,
0WW-QCl8CwE,Gruppo Sportivo - Shave [ROCK],Rare Samples & Songs Oleg Tsoy,,
5JzgVpKi0XQ,Lallo Gori - La Morte Scende Leggera Seq 9,Rare Samples & Songs Oleg Tsoy,,
ILEO4r8z7tk,Blah Blah Blah - Woo You,Rare Samples & Songs Oleg Tsoy,,
IazVjP6zyLA,The Electric Prunes - The Adoration,Rare Samples & Songs Oleg Tsoy,,
3FUoWjhYeSo,Mladen Franko And His Orchestra - Jamboree,Rare Samples & Songs Oleg Tsoy,,
yGg04xMMWYA,Maurice Lissac - Glockenspiel,Rare Samples & Songs Oleg Tsoy,,
FlNger92F4M,Il Volo - Canti E Suoni,Rare Samples & Songs Oleg Tsoy,,
_SWN4L_IDmk,Soft Machine - Kings And Queens,Rare Samples & Songs Oleg Tsoy,,
Yp20Y1nyMfc,Osanna - Variazione III,Rare Samples & Songs Oleg Tsoy,,
gH_3iB8P1Kw,François Bréant - Cadence Déperonnage,Rare Samples & Songs Oleg Tsoy,,
QuVozfV5Rbw,Ian Martin - Pursuit Grey,Rare Samples & Songs Oleg Tsoy,,
k-1B6h5m3AE,Phoebe Snow - San Francisco Bay Blues,Rare Samples & Songs Oleg Tsoy,,
SJmyI1doZQ0,Mushy Widmaïer And Lakansyel - Sab Lan Mé,Rare Samples & Songs Oleg Tsoy,,
8BlAfqzzOxQ,The Persuaders - Trying Girls Out,Rare Samples & Songs Oleg Tsoy,,
j6SgR0z-etE,SFF - Wizzard [ROCK],Rare Samples & Songs Oleg Tsoy,,
DyRCh_druII,Bettye Crutcher - Make A Joyful Noise [SOUL],Rare Samples & Songs Oleg Tsoy,,
QC1bXPEAxOc,The Residents - Voices Of The Air,Rare Samples & Songs Oleg Tsoy,,
MvGdz5NY9Co,Sweet Charles Sherrell - Dedicated To The One I Love,Rare Samples & Songs Oleg Tsoy,,
LI6Mc0ue778,R Nakai And Peter Kater - Stating Intention,Rare Samples & Songs Oleg Tsoy,,
Az-9AyewtM8,Dengue Fever - Monsoon Of Perfume,Rare Samples & Songs Oleg Tsoy,,
ex7ry_QRjH8,Norman Feels - They Said It Couldnt Be Done [SOUL],Rare Samples & Songs Oleg Tsoy,,
knoaumc11tI,The Sylvers - Through The Love In My Heart [SOUL],Rare Samples & Songs Oleg Tsoy,,
nbhgWsj02qk,Willie Tee - Concentrate [SOUL],Rare Samples & Songs Oleg Tsoy,,
ea6qeZDQgeg,Ricardo Marrero And The Group - Feel Like Making Love,Rare Samples & Songs Oleg Tsoy,,
tyzLuWBIaRM,Fresh - She Was A Lady,Rare Samples & Songs Oleg Tsoy,,
BDc4y_xpRXA,Redd Holt Unlimited - Flo [SOUL-JAZZ],Rare Samples & Songs Oleg Tsoy,,
nwOa464g50Q,Arcana - Winds Of The Lost Soul,Rare Samples & Songs Oleg Tsoy,,
84WLvn9EhRw,The Pair Extraordinaire - Let It Be Me,Rare Samples & Songs Oleg Tsoy,,
C94gH6FbaLc,The Cardigans - Happy Meal I,Rare Samples & Songs Oleg Tsoy,,
-zr8vYMzpC4,Mahavishnu Orchestra - Hope,Rare Samples & Songs Oleg Tsoy,,
2mqApZLQD-o,Slowdive - Blue Skied An Clear [PSYCH],Rare Samples & Songs Oleg Tsoy,,
YVncpq94BFc,Donatella Rettore - É Morto Un Artista,Rare Samples & Songs Oleg Tsoy,,
6wWVpY0N44M,Pharoah Sanders And Phyllis Hyman - As You Are,Rare Samples & Songs Oleg Tsoy,,
gwFg1XV1J7s,Bloodstone - Ran It In The Ground,Rare Samples & Songs Oleg Tsoy,,
PLbOjlPOIt0,The Natural Four - Eddie You Should Know Better,Rare Samples & Songs Oleg Tsoy,,
iC8Px8yS8q8,The Electric Flag - Peters Trip,Rare Samples & Songs Oleg Tsoy,,
tIAnuRD_Z2o,Minnie Riperton - Expecting,Rare Samples & Songs Oleg Tsoy,,
HLjG4c0N7Yo,Zafer Dilek - Yekte (1976),Anatolian Rock Revival Project,,
_gZDE2kVVQ8,Drummers Of The Societe Absolument Guinin - Afranchi,Rare Samples & Songs Oleg Tsoy,,
WQpAgPn2w7s,New York Art Quartet - Black Dada Nihilismus,Rare Samples & Songs Oleg Tsoy,,
PaO7RbAvWDQ,Alessandro Alessandroni - Prisoners Of War,Rare Samples & Songs Oleg Tsoy,,
6Qxkb8qSsN4,Spiritualized - I Think Im In Love,Rare Samples & Songs Oleg Tsoy,,
yseNq-q8C78,Krystyna Konarska - Jesienny Pan,Rare Samples & Songs Oleg Tsoy,,
q4_9bLLwxUA,Los Terricolas - Un Sueño,Rare Samples & Songs Oleg Tsoy,,
MMZ4WTn9fZQ,Ismael Miranda - Me Voy Ahora,Rare Samples & Songs Oleg Tsoy,,
fvJpkRKXITI,Laura Allan - Waterfall,Rare Samples & Songs Oleg Tsoy,,
5O7WI6wrUOk,The Lounge Lizards - Ballad,Rare Samples & Songs Oleg Tsoy,,
oy2q8rgXlBk,Monique Cannone - Rêverie,Rare Samples & Songs Oleg Tsoy,,
nPpdgcERNAU,"Monophonics - ""Promises""",Monophonics,,
R12c_H8IeD4,The Moog Machine - Aquarius  Let The Sunshine In,Rare Samples & Songs Oleg Tsoy,,
USfjo1V4Cvk,Gunter Hampel Big Band - Serenade For Marion Brown,Rare Samples & Songs Oleg Tsoy,,
37A9NcZBvmg,Jane Wiedlin - Whatever It Takes,Rare Samples & Songs Oleg Tsoy,,
nM-iOmMHB-Y,Jan Hammer - Darkness  Earth In Search Of A Sun,Rare Samples & Songs Oleg Tsoy,,
NZiAoBfzdPc,Seaside Lovers - Wind Wave And Wineglass,Rare Samples & Songs Oleg Tsoy,,
W66VrSFZm0M,The Zodiac - Scorpio - The Passionate Hero [JAZZ-ROCK],Rare Samples & Songs Oleg Tsoy,,
s7OMyQqLFUY,Francis Rimbert And Frédérick Rousseau - First Emotion,Rare Samples & Songs Oleg Tsoy,,
THbfifQd-T8,Μίκης Θεοδωράκης - Το Ψωμί ναι Στο Τραπέζι,Rare Samples & Songs Oleg Tsoy,,
58ipB2ccICU,The Free Design - Im A Yogi,Rare Samples & Songs Oleg Tsoy,,
EywUEo5DR5E,Leon Russell - Will O' The Wisp / Little Hideaway (1975),siys,,
ngil-pTFuBg,Jean-Claude Vannier - LEnfant Au Royaume Des Mouches,Rare Samples & Songs Oleg Tsoy,,
ZVneFIYUYIs,Peter Ivers Band And Yolande Bavan - Travelling Lightly,Rare Samples & Songs Oleg Tsoy,,
hXTD6pV_Vtc,Ray Stevens - Indian Love Call,Rare Samples & Songs Oleg Tsoy,,
PYJ-bLU_hmw,Higher Intelligence Agency - Elapse,Rare Samples & Songs Oleg Tsoy,,
386C62_M6W8,Mahavishnu Orchestra - Miles Out,Rare Samples & Songs Oleg Tsoy,,
_SS890llzCc,US 69 - 2069 A Spaced Oddity [PSYCHEDELIC ROCK],Rare Samples & Songs Oleg Tsoy,,
N26UgG5ez6U,UK - By The Light Of Day,Rare Samples & Songs Oleg Tsoy,,
IhCDK_pSjnk,Mai Yamane - Tasogare - 1980,TheAmuseum,,
yp7-wNhGBDY,S.O.U.L. - To Mend A Broken Heart,trademark1874,,
KXHxmETwWWg,Agustin Pereyra Lucena - Ce Jour Viendra,rrbeats2004,,
7coqO6L3kp0,Samurai - More Rain (1971),AF117,,
67Gu4Dev6S8,Louis And Bebe Barron - Love At The Swimming Hole,Rare Samples & Songs Oleg Tsoy,,
wsR2Euo-QMw,Francisco Mário - O Andaime,Rare Samples & Songs Oleg Tsoy,,
7nP1IoNctqw,Jus Us - Dont Stop Smiling,Rare Samples & Songs Oleg Tsoy,,
txUr2_uUl1Q,Noel Pointer - Night Song,Rare Samples & Songs Oleg Tsoy,,
_p3kE7Al1QI,"Lew, Brown, Hollander - Au Sujet D'Un Paysage",Rare Samples & Songs Oleg Tsoy,,
Ycmh04yF4nk,Shelly Manne - Africa,Rare Samples & Songs Oleg Tsoy,,
Mfu1cdRnCqY,Claude Perraudin - L'oiseau Sorcier,Rare Samples & Songs Oleg Tsoy,152,A#m
kUWTBqMyFhc,София Ротару - Алешенька,Rare Samples & Songs Oleg Tsoy,,
pX8FLk4BhGY,Zigmars Liepiņš - Divi vientulībā,Rare Samples & Songs Oleg Tsoy,,
UEKzmzRjrhQ,Wara - Canción Para Una Niña Triste,Rare Samples & Songs Oleg Tsoy,,
RUJMqVkSMh4,Al Hirt - Harlem Hendoo,incrediblecHiller,,
BOiPde-hrlU,Grace Slick - Jay,Rare Samples & Songs Oleg Tsoy,,
-Qww51LqSt4,Melba Moore - Overnight Sensation [SOUL],Rare Samples & Songs Oleg Tsoy,,
QIhtPzMhwSQ,Frank Zappa And The Mothers Of Invention - Florentine Pogen,Rare Samples & Songs Oleg Tsoy,,
iWZApMbK2ec,The Greatest Show On Earth - Horizons,Rare Samples & Songs Oleg Tsoy,,
o7prv2Tkttw,Jerry Knight - Twilight,Rare Samples & Songs Oleg Tsoy,,
ILfPPUmGwGk,Cyrille Verdeaux - The Key Of Enoch,Rare Samples & Songs Oleg Tsoy,,
M-ssA7cmGfs,The Notations - At The Crossroads [SOUL],Rare Samples & Songs Oleg Tsoy,,
LiO5TP5BEvQ,Sad Motion - Längtan,Rare Samples & Songs Oleg Tsoy,,
X0DfZ5rtWt0,Brian Cant And Freddie Phillips - Camberwick Green,Rare Samples & Songs Oleg Tsoy,,
gyIjQHGC3sA,Алла Пугачева И Рецитал - Дежурный Ангел,Rare Samples & Songs Oleg Tsoy,,
wSq6ydKiSEk,Timeless Legend - Loves Choice,Rare Samples & Songs Oleg Tsoy,,
FaAuHaDOWyI,Gershon Kingsley - Rebirth,Rare Samples & Songs Oleg Tsoy,,
ExySvIHHVWk,Dumisani Abraham Maraire - Ndini Baba,Rare Samples & Songs Oleg Tsoy,,
INraZ4McXow,Mulatu Astatke - Mascaram Setaba,Rare Samples & Songs Oleg Tsoy,,
WQhimZoiJfU,Nomad - Trading Ground,Rare Samples & Songs Oleg Tsoy,,
Z8EI9VOt8F8,Paz - Iron Works,Rare Samples & Songs Oleg Tsoy,,
VTtQrrQvmwk,Alice Coltrane And Pharoah Sanders - Isis And Osiris,Rare Samples & Songs Oleg Tsoy,,
LAKa6qq94OU,Dawid Szczesny - Fully Functional,Rare Samples & Songs Oleg Tsoy,,
L1VuYeENyLw,Tom Grant - Take Me To Your Dream,Rare Samples & Songs Oleg Tsoy,,
sUZ6U1FUZn8,Ronnie Laws - Just Love,Rare Samples & Songs Oleg Tsoy,,
jax_FF4_VzI,Gal Costa - Faltando Um Pedaço,Rare Samples & Songs Oleg Tsoy,,
RuuujNVwt4w,קצת אחרת - גורו,Rare Samples & Songs Oleg Tsoy,,
StTUx1XjVI0,Negra - Potraži Me,Rare Samples & Songs Oleg Tsoy,,
IBTZVpDlZ7M,Ансамбль Мелодия - Сонет,Rare Samples & Songs Oleg Tsoy,,
3BKS0CJwaTY,ZNR - Seynete,Rare Samples & Songs Oleg Tsoy,,
GdZ-y-PY-ek,Jean-Yves Labat - Matrix 16,Rare Samples & Songs Oleg Tsoy,,
iUM-1zJkw_A,Dario Domingues - Ill Rivers,Rare Samples & Songs Oleg Tsoy,,
Gy0MxoUrwkU,Alan Hawkshaw - The Silent Witness,Rare Samples & Songs Oleg Tsoy,,
Ixme0_CWuIo,Les Hurdle And Frank Ricotti - Eastern Route,Rare Samples & Songs Oleg Tsoy,,
5jHmwxjXirw,Chico Hamilton - Miss Helen,Rare Samples & Songs Oleg Tsoy,,
AiFL63asTRk,Czerwono Czarni - Sanctus Swiety,Rare Samples & Songs Oleg Tsoy,,
2XH18tqaoqQ,Alan Parker And Alan Hawkshaw - Evening Shade,Rare Samples & Songs Oleg Tsoy,,
KnPN0TSPnZo,Ira Sullivan - Wonderful Sound,Rare Samples & Songs Oleg Tsoy,,
YNlOFxlr3lY,Leon Ware - I Know How It Feels [SOUL],Rare Samples & Songs Oleg Tsoy,,
3mbaHfLLgV0,The Controllers - Hello,Rare Samples & Songs Oleg Tsoy,,
oxBhkK3L1aQ,Sylk 130 - Incident On A Couch Part 2,Rare Samples & Songs Oleg Tsoy,,
ScNgrQ1EXr0,Janko Nilovic - Drug Song (1975),Adventures In Silence,,
RWPDXGd3L14,Gaye Su Akyol - Mendilimin Yeşili (İnleten Nağmeler),Gaye Su Akyol,,
762412GMkWg,Directions - I Love You So,Rare Samples & Songs Oleg Tsoy,,
eIJrYE-2WN4,Yana Purim - Manha De Carnaval,Rare Samples & Songs Oleg Tsoy,,
VGDNa476wxI,Martin Kolbe And Ralf Illenberger - Osterspaziergang,Rare Samples & Songs Oleg Tsoy,,
_oy_NM0AwhA,ดอน สอนระเบียบ - สวรรค์ปิด,Rare Samples & Songs Oleg Tsoy,,
5i6Et7QE1G8,"State Ural Russian Folk Choir - very old record, s1",horseunknown,,
26pFz5YgWNU,Soul Flutes - Trust in Me (1968),Jean-Philippe Boisbriand,,
OV-1Wm01iZc,Alan Parker - Sierra Nevada,Sonne Immage,,
BIRCkYA5nik,The Ovations - I Care For You,Rare Samples & Songs Oleg Tsoy,,
PvuBYV4T7zk,The Trumains - Girl Dont Let Me Down [SOUL],Rare Samples & Songs Oleg Tsoy,,
M_p-_XpjVEQ,Лариса Долина - Признание,Rare Samples & Songs Oleg Tsoy,,
LwiOzPeCaPs,Egg - Symphony No 2 - First Movement [ROCK],Rare Samples & Songs Oleg Tsoy,,
8NxIDj6CO40,Thrupence - Prelude,College Music,,
huLoyv4237g,Volodymyr Bystriakov - Alice Theme I (Shukai),Teen en Tander,,
cMIZqKOGwm4,დიელო - მარტოხელა ბეღურა,Rare Samples & Songs Oleg Tsoy,,
VTGkgJnCTaE,Supermax - Reality,Rare Samples & Songs Oleg Tsoy,,
j-0zn8Yf7BY,Ancient Astronauts - Crescent Moon,Rare Samples & Songs Oleg Tsoy,,
DuYRxoppom0,Ronald Snijders - A Safe Return,Rare Samples & Songs Oleg Tsoy,,
7iJagHPnR6U,ФСБ - Пробуждане,Rare Samples & Songs Oleg Tsoy,,
szWvk4zITuk,Лили Иванова - За обич съм родена,Rare Samples & Songs Oleg Tsoy,,
Uq8c-jeW-MA,Jan Akkerman - Time Out Of Mind,Rare Samples & Songs Oleg Tsoy,,
KDO_We0YPoU,Lynsey De Paul - Sugar Shuffle,Rare Samples & Songs Oleg Tsoy,,
UKyO9V5A8MY,Bedouin Ascent - Joyriding III,Rare Samples & Songs Oleg Tsoy,,
Xt0XDZzJSPw,Maurizio Vandelli - Inseguimento,Rare Samples & Songs Oleg Tsoy,,
prtHGsnl11U,Mary Wells - 500 Miles,Rare Samples & Songs Oleg Tsoy,,
rMO5AOH9h94,Colombo Cruz - Segredo Das Estações,Rare Samples & Songs Oleg Tsoy,,
U0zWw4Q9Vdo,Pino Cannizzo - Little Elegia,Rare Samples & Songs Oleg Tsoy,,
dMTfbbsyJ6M,The Moments - Candy Shack,Rare Samples & Songs Oleg Tsoy,,
