title,channel,genre,era,url,tags
Alex Harvey - You Don't Need A Reason (Drum Break - Loop),Armando Drum Breaks,soul,1970s,https://www.youtube.com/watch?v=S1CnsAh0sjU,drum-break-youtube-ingest
Satisfaction Unlimited - Let's Change the Subject [Drum Break] (1972),Rhythm Relics,soul,1970s,https://www.youtube.com/watch?v=g0sSvBdN5uY,drum-break-youtube-ingest
Melvin Bliss - Synthetic Substitution (Drum Break - Loop),Armando Drum Breaks,jazz,1970s,https://www.youtube.com/watch?v=fsMb7wHCfU0,drum-break-youtube-ingest
Compost - Buzzard Feathers (Drum Break - Loop),Armando Drum Breaks,jazz,1970s,https://www.youtube.com/watch?v=2EOc9Ka7SsA,drum-break-youtube-ingest
Ebony Rhythm Funk Campaign - Get It On (Funk) (Soul) (1973),foreal,jazz,1970s,https://www.youtube.com/watch?v=PauqLm6ioG8,drum-break-youtube-ingest
Harold Alexander - Mama Soul (Drum Break - Loop),Armando Drum Breaks,jazz,1970s,https://www.youtube.com/watch?v=9bg2VXSdLHA,drum-break-youtube-ingest
Patti Jo - Make Me Believe In You (Drum Break - Loop),Armando Drum Breaks,soul,1970s,https://www.youtube.com/watch?v=Ovd5XYcnG9I,drum-break-youtube-ingest
Joe Hicks - The Team (Drum Break - Loop),Armando Drum Breaks,jazz,1970s,https://www.youtube.com/watch?v=CTmIDPSTLX8,drum-break-youtube-ingest
The U.B.'s - Synthetic Substitution (Drum Break - Loop),Armando Drum Breaks,jazz,1970s,https://www.youtube.com/watch?v=zJWNtg7iS24,drum-break-youtube-ingest
Family Of Mann - The Turtle & The Frog - Drum Break,funkprovida2,jazz,1970s,https://www.youtube.com/watch?v=V09h-y3d-NQ,drum-break-youtube-ingest
Viewer Request #6 -- Ashley's Roachclip Drum Break,MSH.Drums,soul,1970s,https://www.youtube.com/watch?v=S33LZ3jJP8U,drum-break-youtube-ingest
The Soul Searchers - Ashley's Roachclip (Drum Break - Loop),Armando Drum Breaks,jazz,1970s,https://www.youtube.com/watch?v=cMHKKI8s1hA,drum-break-youtube-ingest
Jake Wade and The Soul Searchers - Searching For Soul (Drum Break - Loop),Armando Drum Breaks,jazz,1970s,https://www.youtube.com/watch?v=nl5q9vRIQtQ,drum-break-youtube-ingest
Chuck Brown and The Soul Searchers - Bustin' Loose (Drum Break - Loop),Armando Drum Breaks,jazz,1970s,https://www.youtube.com/watch?v=g4Qo27ZDMAQ,drum-break-youtube-ingest
Reuben Howell - You Made Your Bed (Drum Break - Loop),Armando Drum Breaks,jazz,1970s,https://www.youtube.com/watch?v=CDj8vzTK-TM,drum-break-youtube-ingest
Stu Gardner - Devil In A Man (Drum Break - Loop),Armando Drum Breaks,jazz,1970s,https://www.youtube.com/watch?v=sAnFY7DGKX4,drum-break-youtube-ingest
Paul Nero - [This Is] Detroit Soul (Drum Break - Loop),Armando Drum Breaks,jazz,1970s,https://www.youtube.com/watch?v=9WKY3u0q42o,drum-break-youtube-ingest
Great Western - Stop! In The Name Of Love (Drum Break - Loop),Armando Drum Breaks,jazz,1970s,https://www.youtube.com/watch?v=Y8D2DnV51OE,drum-break-youtube-ingest
Astra Nova Orchestra - Soul Sleeper (Drum Break - Loop),Armando Drum Breaks,jazz,1970s,https://www.youtube.com/watch?v=TIBSqsYRcUU,drum-break-youtube-ingest
Kool and The Gang - Breeze And Soul (Drum Break - Loop),Armando Drum Breaks,jazz,1970s,https://www.youtube.com/watch?v=2qDtL5a3lf8,drum-break-youtube-ingest
Haruomi Hosono - Hurricane Dorothy (Drum Break - Loop),Armando Drum Breaks,jazz,1970s,https://www.youtube.com/watch?v=YbP5IL1ngzo,drum-break-youtube-ingest
King Floyd - I Feel Like Dynamite [Drum Break] (1975),Rhythm Relics,soul,1970s,https://www.youtube.com/watch?v=r989LuivvtI,drum-break-youtube-ingest
"Bernard ""Pretty"" Purdie - Heavy Soul Slinger (Drum Break - Loop)",Armando Drum Breaks,jazz,1970s,https://www.youtube.com/watch?v=XZl58O6rbzU,drum-break-youtube-ingest
The Temprees - Explain It To Her Mama (Drum Break - Loop),Armando Drum Breaks,jazz,1970s,https://www.youtube.com/watch?v=dVamr9revCg,drum-break-youtube-ingest
Pattie Sisters Enteng And His Comets - Aku Lupa (Drum Break - Loop),Armando Drum Breaks,soul,1970s,https://www.youtube.com/watch?v=MCoF_YjEQsw,drum-break-youtube-ingest
Billy Cobham - Light at the End of the Tunnel - Drum Break,drumbreakhunter,funk,1970s,https://www.youtube.com/watch?v=bwht9aL6xw0,drum-break-youtube-ingest
LTG Exchange - Cop & Blow World - Drum Break,funkprovida2,funk,1970s,https://www.youtube.com/watch?v=-ICaEBO56uE,drum-break-youtube-ingest
Juice - Catch A Groove (Drum Break - Loop),Armando Drum Breaks,jazz,1970s,https://www.youtube.com/watch?v=KRy1rf8xXiQ,drum-break-youtube-ingest
Sir John Roberts - Do You Believe In Fate? (Drum Break - Loop),Armando Drum Breaks,jazz,1970s,https://www.youtube.com/watch?v=sxdg1To45BY,drum-break-youtube-ingest
Little Richard - The Rill Thing - Drum Break,drumbreakhunter,soul,1970s,https://www.youtube.com/watch?v=2Wgrgp-C_uY,drum-break-youtube-ingest
Andrea True Connection - Keep It Up Longer - Drum Break,funkprovida2,funk,1970s,https://www.youtube.com/watch?v=dzPxZ-M0cZ4,drum-break-youtube-ingest
Chicago Gangsters - Music For The People Part 2 - Drum Break,funkprovida2,jazz,1970s,https://www.youtube.com/watch?v=TWd7tEXkrAA,drum-break-youtube-ingest
Fuzzy haskins - The Fuz And Da Boog - Drum Break,funkprovida2,funk,1970s,https://www.youtube.com/watch?v=6j7faQwxigI,drum-break-youtube-ingest
Daly Wilson Big Band - Kanga (Tie Me Kangaroo Down) - Drum Break,funkprovida2,jazz,1970s,https://www.youtube.com/watch?v=3HVaHTMp1eU,drum-break-youtube-ingest
Alessi Brothers - Hot Fun in the Summertime - Drum Break,drumbreakhunter,soul,1970s,https://www.youtube.com/watch?v=V-AuDfLNVjs,drum-break-youtube-ingest
Sons Of Champlin - Rooftop - Drum Break,funkprovida2,soul,1970s,https://www.youtube.com/watch?v=PuGZk6Uw3qc,drum-break-youtube-ingest
Roy Ayers Ubiquity - The Boogie Back (Drum Break - Loop),Armando Drum Breaks,jazz,1970s,https://www.youtube.com/watch?v=SrsPOckw_RM,drum-break-youtube-ingest
Chuck Brown and The Soul Searchers - We Need Some Money (Drum Break - Loop),Armando Drum Breaks,jazz,1970s,https://www.youtube.com/watch?v=_824w1Knlgc,drum-break-youtube-ingest
[DRUM BREAK] Brian And Brenda - Life Could Be So Grand (1977),Canadian Cult Classics,soul,1970s,https://www.youtube.com/watch?v=3go9AW22_RY,drum-break-youtube-ingest
Don Harrison Band - Sometimes Loving You - Drum Break,funkprovida2,soul,1970s,https://www.youtube.com/watch?v=BQRnsrqNDKE,drum-break-youtube-ingest
Upp - Groovin Mood - Drum Break,funkprovida2,funk,1970s,https://www.youtube.com/watch?v=4CI8IW2_Rxw,drum-break-youtube-ingest
Voyage - Latin Oddysey - Drum Break,drumbreakhunter,soul,1970s,https://www.youtube.com/watch?v=dCbSACm6JRU,drum-break-youtube-ingest
Johnnie Taylor - Ever Ready (Drum Break -Loop),Armando Drum Breaks,jazz,1970s,https://www.youtube.com/watch?v=xnf9u7IVMl8,drum-break-youtube-ingest
Manzel - Space Funk (Drum Break - Loop),Armando Drum Breaks,jazz,1970s,https://www.youtube.com/watch?v=L-Q2N0u35OQ,drum-break-youtube-ingest
Shades Of Brown - The Soil I Tilled For You (Drum Break - Loop),Armando Drum Breaks,jazz,1970s,https://www.youtube.com/watch?v=wmiclJskUfA,drum-break-youtube-ingest
Manteca - Afro Funky (Drum Break - Loop),Armando Drum Breaks,jazz,1970s,https://www.youtube.com/watch?v=cIzRhjl_SlA,drum-break-youtube-ingest
Mike Moran - The Pick-Up (Drum Break - Loop),Armando Drum Breaks,jazz,1970s,https://www.youtube.com/watch?v=29XpXjhJ-rg,drum-break-youtube-ingest
Downtown Boogie Woogie Band - Life (Drum Break - Loop),Armando Drum Breaks,jazz,1970s,https://www.youtube.com/watch?v=yn1ZK7Iw4iM,drum-break-youtube-ingest
Mfsb - Get Down With The Philly Sound - Drum Break,funkprovida2,funk,1970s,https://www.youtube.com/watch?v=PPuk2XbsxvI,drum-break-youtube-ingest
Idris Muhammad - Power Of Soul (Drum Break - Loop),Armando Drum Breaks,jazz,1970s,https://www.youtube.com/watch?v=cvw0q2AXwKM,drum-break-youtube-ingest
The Parliaments - Good Old Music (Drum Break - Loop),Armando Drum Breaks,soul,1970s,https://www.youtube.com/watch?v=JoFsvi0oIPI,drum-break-youtube-ingest
Brothers Johnson - Ain't We Funkin' Now (Drum Break - Loop),Armando Drum Breaks,jazz,1970s,https://www.youtube.com/watch?v=2sOl-gTJCIo,drum-break-youtube-ingest
Les DeMerle - Moondial (Drum Break - Loop),Armando Drum Breaks,jazz,1970s,https://www.youtube.com/watch?v=0gX5vzxmBxI,drum-break-youtube-ingest
Funkadelic - Good Old Music (Drum Break - Loop),Armando Drum Breaks,jazz,1970s,https://www.youtube.com/watch?v=Y0dvFQ5UQZE,drum-break-youtube-ingest
Captain Sky - Wonder Worm - Drum Break,funkprovida2,funk,1970s,https://www.youtube.com/watch?v=-aQQhILvASw,drum-break-youtube-ingest
New Freedom Singers - Put Your Hand In The Hand - Drum Break,Unknown,soul,1970s,https://www.youtube.com/watch?v=RZHiNl_6Fac,drum-break-youtube-ingest
Annette Peacock - Survival (Drum Break - Loop),Armando Drum Breaks,jazz,1970s,https://www.youtube.com/watch?v=Oi9Sdc6ihVk,drum-break-youtube-ingest
Eulenspygel - Konsumgewasche (Drum Break - Loop),Armando Drum Breaks,jazz,1970s,https://www.youtube.com/watch?v=j8k_S2smv5k,drum-break-youtube-ingest
Rufus and Chaka Khan - Do You Love What You Feel (Drum Break - Loop),Armando Drum Breaks,jazz,1970s,https://www.youtube.com/watch?v=S0e7glXbagg,drum-break-youtube-ingest
Breakbeat - Urszula Dudziak - Night In Tunisia - Drum Break,funkprovida2,jazz,1970s,https://www.youtube.com/watch?v=R-f4qycBlbo,drum-break-youtube-ingest
Rufus - Maybe Your Baby - Drum Break,Unknown,funk,1980s,https://www.youtube.com/watch?v=9Huxyfh8tHU,drum-break-youtube-ingest
Charly Antolini - Skinny (Drum Break - Loop),Unknown,jazz,1980s,https://www.youtube.com/watch?v=v7m0xow9jrw,drum-break-youtube-ingest
Spectrum - Splat - Drum Break,Unknown,jazz,1980s,https://www.youtube.com/watch?v=hr4AXBRfRR8,drum-break-youtube-ingest
Augusto Martelli - Walk In Caribe (Drum Break - Loop),Unknown,jazz,1980s,https://www.youtube.com/watch?v=AybxaNdforo,drum-break-youtube-ingest
Puccio Roelens - Peggy (Drum Break - Loop),Armando Drum Breaks,jazz,1980s,https://www.youtube.com/watch?v=yPqbJ2pbGq4,drum-break-youtube-ingest
Gene Cotton - 80's State Of Mind (drum break),funkybeatdown,funk,1980s,https://www.youtube.com/watch?v=s_9YRQ7fHWU,drum-break-youtube-ingest
Melody - Sunlight [Мелодия - Солнечный Свет] (Drum Break - Loop),Armando Drum Breaks,jazz,1980s,https://www.youtube.com/watch?v=Pe0g19R-z2c,drum-break-youtube-ingest
Chic - You Can't Do It Alone (Drum Break - Loop),Armando Drum Breaks,jazz,1980s,https://www.youtube.com/watch?v=c9lXdYRoSrk,drum-break-youtube-ingest
The Nashville Teens - Bread And Butter Man (Drum Break - Loop),Armando Drum Breaks,soul,1980s,https://www.youtube.com/watch?v=pYJxyBD76Ss,drum-break-youtube-ingest
Wayne McGhie and The Sounds Of Joy - Dirty Funk (Drum Break - Loop),Armando Drum Breaks,jazz,1980s,https://www.youtube.com/watch?v=c-Iuce2LtXM,drum-break-youtube-ingest
The Turtles - You Baby (Drum Break - Loop),Armando Drum Breaks,jazz,1980s,https://www.youtube.com/watch?v=Pgvzq_OVtNc,drum-break-youtube-ingest
Empress - Dyin' To Be Dancin' (Drum Break - Loop),Armando Drum Breaks,jazz,1980s,https://www.youtube.com/watch?v=yA5Xldhp8rU,drum-break-youtube-ingest
Renaldo and The Loaf - Hambu Hodo (Drum Break - Loop),Armando Drum Breaks,jazz,1980s,https://www.youtube.com/watch?v=rOO_wSMCGdI,drum-break-youtube-ingest
McKendree Spring - Give All You've Got To Give (Drum Break - Loop),Armando Drum Breaks,soul,1980s,https://www.youtube.com/watch?v=KUVg2Zw9KFo,drum-break-youtube-ingest
"Please - Keep On Dancing [Germany, Funk] (1975) -- Fat drum break",Funkatastrophe,funk,1980s,https://www.youtube.com/watch?v=Vw4hhGLdssw,drum-break-youtube-ingest
"Garay Trio - You Arrived With Easy, You Left With Easy (Drum Break - Loop)",Armando Drum Breaks,jazz,1980s,https://www.youtube.com/watch?v=7db7vi3BrLQ,drum-break-youtube-ingest
Mike Berry - Don't Be Cruel (Drum Break - Loop),Armando Drum Breaks,jazz,1980s,https://www.youtube.com/watch?v=zPZwb6psc3M,drum-break-youtube-ingest
23 Skidoo - The Gospel Comes To New Guinea (Drum Break - Loop),Armando Drum Breaks,soul,1980s,https://www.youtube.com/watch?v=Qg6gJzdd10U,drum-break-youtube-ingest
Zbigniew Wegehaupt - Sake (Drum Break - Loop),Armando Drum Breaks,jazz,1980s,https://www.youtube.com/watch?v=NeuKKccAqm8,drum-break-youtube-ingest
Grace Jones - Nipple To The Bottle (Drum Break - Loop),Armando Drum Breaks,jazz,1980s,https://www.youtube.com/watch?v=Z0TBbqnvLc4,drum-break-youtube-ingest
Sam Dees and Bettye Swann - Just A Sure (Drum Break - Loop),Armando Drum Breaks,jazz,1980s,https://www.youtube.com/watch?v=s-I3OKCNJkM,drum-break-youtube-ingest
King Curtis - Memphis Soul Stew (Drum Break - Loop),Armando Drum Breaks,jazz,1980s,https://www.youtube.com/watch?v=1L6Eeb01ah0,drum-break-youtube-ingest
Kokomo - Feelin Good - Drum Break,funkprovida2,funk,1980s,https://www.youtube.com/watch?v=Kytma2N4mAc,drum-break-youtube-ingest
Sound Foundation - Soul Foundation - Drum Break,funkprovida2,funk,1980s,https://www.youtube.com/watch?v=PCfUPmelgow,drum-break-youtube-ingest
Brass Monkey - Strange Days (Drum Break - Loop),Armando Drum Breaks,jazz,1980s,https://www.youtube.com/watch?v=g2f-V7JV6pg,drum-break-youtube-ingest
Charles Earland - Aquarius (Drum Break - Loop),Armando Drum Breaks,jazz,1980s,https://www.youtube.com/watch?v=hX9xrI_T6-k,drum-break-youtube-ingest
Lou Donaldson - Alligator Boogaloo (Drum Break - Loop),Armando Drum Breaks,jazz,1980s,https://www.youtube.com/watch?v=VQgLvIXXTZo,drum-break-youtube-ingest
S.O.U.L. - Get Ready (Drum Break - Loop),Armando Drum Breaks,jazz,1980s,https://www.youtube.com/watch?v=2DsXbidVHh0,drum-break-youtube-ingest
Expo 83 - Backyard Heavies (Drum Break - Loop),Armando Drum Breaks,jazz,1980s,https://www.youtube.com/watch?v=r54L-tTinEQ,drum-break-youtube-ingest
The Road Home - Love's Gonna Get You Anyway (Drum Break - Loop),Armando Drum Breaks,jazz,1980s,https://www.youtube.com/watch?v=aoMHfRUgvqo,drum-break-youtube-ingest
The Brand New Heavies - B.N.H (Drum Break - Loop),Armando Drum Breaks,jazz,1980s,https://www.youtube.com/watch?v=8eDSkC2uomU,drum-break-youtube-ingest
[DRUM BREAK] Pam-O-Lee - Lavender Lace (1983),Canadian Cult Classics,soul,1980s,https://www.youtube.com/watch?v=lE9XNxrycNU,drum-break-youtube-ingest
"Paice Ashton Lord - On The Road Again, Again (Drum Break - Loop)",Armando Drum Breaks,jazz,1980s,https://www.youtube.com/watch?v=0t6p-ocavBo,drum-break-youtube-ingest
The Emotions - I Like It (Drum Break - Loop),Armando Drum Breaks,jazz,1980s,https://www.youtube.com/watch?v=st5ntwercKI,drum-break-youtube-ingest
Ramsey Lewis - Do Whatever Sets You Free (Drum Break - Loop),Armando Drum Breaks,jazz,1980s,https://www.youtube.com/watch?v=qRZ2-tlYWYI,drum-break-youtube-ingest
Ripple - A Funky Song (Drum Break - Loop),Armando Drum Breaks,jazz,1980s,https://www.youtube.com/watch?v=hV1RJlB5S_U,drum-break-youtube-ingest
The Wild Tchoupitoulas - Brother John (Drum Break - Loop),Armando Drum Breaks,jazz,1980s,https://www.youtube.com/watch?v=r_E5cJHcioU,drum-break-youtube-ingest
Xaver Fischer Trio - 1984 (Drum Break - Loop),Armando Drum Breaks,soul,1980s,https://www.youtube.com/watch?v=mE3cTNqxhJY,drum-break-youtube-ingest
Harold Mabern - I Want You Back (Drum Break - Loop),Armando Drum Breaks,jazz,1980s,https://www.youtube.com/watch?v=dDbRQBN-nLk,drum-break-youtube-ingest
Joe Cocker - Black Eyed Blues (Drum Break - Loop),Armando Drum Breaks,soul,1980s,https://www.youtube.com/watch?v=U47rH4_NLlI,drum-break-youtube-ingest
Ele Kõlar and Kaja Kõlar - Tulen Saarelt (Drum Break - Loop),Armando Drum Breaks,jazz,1980s,https://www.youtube.com/watch?v=4re7JW59Muo,drum-break-youtube-ingest
Nina Hagen Band - Rangehn (Drum Break - Loop),Armando Drum Breaks,soul,1980s,https://www.youtube.com/watch?v=2_JP73iODbg,drum-break-youtube-ingest
Janne Schaffer - The Blue Gate (Drum Break - Loop),Armando Drum Breaks,jazz,1980s,https://www.youtube.com/watch?v=IishaSyv5W0,drum-break-youtube-ingest
S.O.U.L. - Burning Spear (Drum Break - Loop),Armando Drum Breaks,jazz,1980s,https://www.youtube.com/watch?v=73-oU1vIbNI,drum-break-youtube-ingest
Stomu Yamashta - One By One - Drum Break,funkprovida2,soul,1980s,https://www.youtube.com/watch?v=9RbUezxvM9U,drum-break-youtube-ingest
Trouble Funk - Pump Me Up (Drum Break - Loop),Armando Drum Breaks,jazz,1980s,https://www.youtube.com/watch?v=xtNtpVSsXSc,drum-break-youtube-ingest
The Crusaders - Lilies Of The Nile (Drum Break - Loop),Armando Drum Breaks,jazz,1980s,https://www.youtube.com/watch?v=DJMdsNDUehQ,drum-break-youtube-ingest
Run Way - Loved From First (Drum Break - Loop),Armando Drum Breaks,soul,1980s,https://www.youtube.com/watch?v=nOj_NuDvm3g,drum-break-youtube-ingest
Just We - Somethin' Like It (Drum Break - Loop),Armando Drum Breaks,soul,1980s,https://www.youtube.com/watch?v=t7UZbw1BJVY,drum-break-youtube-ingest
Prince - New Position (Drum Break - Loop),Armando Drum Breaks,jazz,1980s,https://www.youtube.com/watch?v=wwtIQkUuFAg,drum-break-youtube-ingest
Grady Tate - Be Black Baby (Drum Break - Loop),Armando Drum Breaks,jazz,1980s,https://www.youtube.com/watch?v=6vtKKoo5TRA,drum-break-youtube-ingest
Wally Badarou - Mambo (Drum Break - Loop),Armando Drum Breaks,jazz,1980s,https://www.youtube.com/watch?v=Pvc_XQX6vU8,drum-break-youtube-ingest
Bar-Kays - Let's Have Some Fun (Drum Break - Loop),Armando Drum Breaks,jazz,1980s,https://www.youtube.com/watch?v=gpgSfGOaHv0,drum-break-youtube-ingest
Barry Manilow - Copacabana (At the Copa) - Drum Break,drumbreakhunter,soul,1980s,https://www.youtube.com/watch?v=OeT8THzOt9Q,drum-break-youtube-ingest
Tina Turner - Whole Lotta Love (Drum Break - Love),Armando Drum Breaks,jazz,1980s,https://www.youtube.com/watch?v=-A4IXMP2Ae4,drum-break-youtube-ingest
Prefab Sprout - Cue Fanfare (Drum Break - Loop),Armando Drum Breaks,jazz,1980s,https://www.youtube.com/watch?v=uhc6WBi-HEg,drum-break-youtube-ingest
Lionel Richie - Love Will Find A Way (Drum Break - Loop),Armando Drum Breaks,jazz,1980s,https://www.youtube.com/watch?v=JWucsW-vfxc,drum-break-youtube-ingest
Jyunichi Inagaki - Jajauma 1985  Japanese Drum Break,#Hug Life,japanese,1980s,https://www.youtube.com/watch?v=sngaqc2PQwI,drum-break-youtube-ingest
T. Life - Checkin' Out Your Love (Drum Break - Loop),Armando Drum Breaks,soul,1980s,https://www.youtube.com/watch?v=rYHaeYB6iuE,drum-break-youtube-ingest
Shocking Blue - Navajo Tears -Drum Break,funkprovida2,soul,1980s,https://www.youtube.com/watch?v=6WqAGreOM6Y,drum-break-youtube-ingest
Lectric Funk - Shanghaied (Drum Break - Loop),Armando Drum Breaks,jazz,1980s,https://www.youtube.com/watch?v=1AcWLFLLt-0,drum-break-youtube-ingest
Bubbha Thomas and The Lightmen Plus One - The Phantom (Drum Break - Loop),Armando Drum Breaks,jazz,1980s,https://www.youtube.com/watch?v=cK_K5CPTjLs,drum-break-youtube-ingest
Bonnie Bramlett - Holding On To You - Drum Break,funkprovida2,funk,1980s,https://www.youtube.com/watch?v=gnSj49EXNZI,drum-break-youtube-ingest
Karl Morgan - Drum Break O (86 bpm),Soulspazm,soul,1980s,https://www.youtube.com/watch?v=gDCG6gOlNtg,drum-break-youtube-ingest
Funky Clyde Stubblefield solo drum break,supajc,jazz,1980s,https://www.youtube.com/watch?v=PaM82w0qNco,drum-break-youtube-ingest
BlackSmoke - I Don't Care [What You Do] (Drum Break - Loop),Armando Drum Breaks,jazz,1980s,https://www.youtube.com/watch?v=5FQ2qkDrvYY,drum-break-youtube-ingest
The Isley Brothers - Get Into Something (Drum Break - Loop),Armando Drum Breaks,soul,1980s,https://www.youtube.com/watch?v=5Q92_o7uVhE,drum-break-youtube-ingest
Samba Soul - Mambo No. 5 (Drum Break - Loop),Armando Drum Breaks,jazz,1980s,https://www.youtube.com/watch?v=FaedufWCGsI,drum-break-youtube-ingest
"Phil Collins ""in the air tonight"" drum break for 10 minutes",Paul,soul,1980s,https://www.youtube.com/watch?v=CDTlXKc74lA,drum-break-youtube-ingest
Brethren - Outside Love (Drum Break),Educator X,soul,1980s,https://www.youtube.com/watch?v=IKwNmkInlEA,drum-break-youtube-ingest
Mtume - Juicy Fruit (Drum Break - Loop),Armando Drum Breaks,jazz,1980s,https://www.youtube.com/watch?v=q0ZrNpkHzdg,drum-break-youtube-ingest
Intimate Strangers - Love Sounds (Drum Break - Loop),Armando Drum Breaks,jazz,1980s,https://www.youtube.com/watch?v=-kNc5zybLyQ,drum-break-youtube-ingest
Charles Kynard - It's Too Late (Drum Break - Loop),Armando Drum Breaks,jazz,1980s,https://www.youtube.com/watch?v=T1jKN0NNN_Y,drum-break-youtube-ingest
Breakestra - Getcho Soul Togetha Part Two (Drum Break - Loop),Armando Drum Breaks,jazz,1980s,https://www.youtube.com/watch?v=l-x4MLVvjqY,drum-break-youtube-ingest
Soul II Soul - Keep On Movin [Club Mix] (Drum Break - Loop),Armando Drum Breaks,jazz,1980s,https://www.youtube.com/watch?v=MbbzqJ_RxgI,drum-break-youtube-ingest
Polish Jazz Quartet - Pan Croque (Drum Break - Loop),Armando Drum Breaks,jazz,1980s,https://www.youtube.com/watch?v=i5W7EwX3bys,drum-break-youtube-ingest
Michael Kirkland - Together (Drum Break - Loop),Armando Drum Breaks,jazz,1980s,https://www.youtube.com/watch?v=7tsucoGms2c,drum-break-youtube-ingest
[89 BPM] Lo-Fi Boom Bap Finger Drum Break (Free Download) | THE NONJUROR GROOVE #6,Nonjuror,soul,1980s,https://www.youtube.com/watch?v=dqWKx_EZjuc,drum-break-youtube-ingest
D'Angelo - Greatdayndamornin' / Booty (Drum Break - Loop),Armando Drum Breaks,jazz,1980s,https://www.youtube.com/watch?v=cgoKk7ZChXQ,drum-break-youtube-ingest
Simtec and Wylie - Bootleggin' (Drum Break - Loop),Armando Drum Breaks,jazz,1960s,https://www.youtube.com/watch?v=A0K4IcnxcpE,drum-break-youtube-ingest
The Nu People - I'd Be Nowhere Today (Drum Break - Loop),Armando Drum Breaks,jazz,1960s,https://www.youtube.com/watch?v=jECLavIDKEM,drum-break-youtube-ingest
Shirley Scott - By The Time I Get To Phoenix (Drum Break - Loop),Armando Drum Breaks,jazz,1960s,https://www.youtube.com/watch?v=Vll8WgV0znE,drum-break-youtube-ingest
Wayne Mcghie And The Sounds Of Joy - Dirty Funk [DRUM BREAK],Rare Samples & Songs Oleg Tsoy,jazz,1960s,https://www.youtube.com/watch?v=APptjdCcQAQ,drum-break-youtube-ingest
Brother Jack Mcduff - Jelly Jam (Drum Break - Loop),Armando Drum Breaks,jazz,1960s,https://www.youtube.com/watch?v=f6qo_Wkj-po,drum-break-youtube-ingest
"Les Lutins - La Junglomanie [Canada, Psych/Pop] (1968) -- FAT Drum Break",Funkatastrophe,funk,1960s,https://www.youtube.com/watch?v=NhGS-Cgk8Ww,drum-break-youtube-ingest
Same Boat - Gregorio 45 Sister Funk Slap Bass Drum Break Gregg Crockett Clarence Brown Kimberly,Michael,funk,1960s,https://www.youtube.com/watch?v=rMrbco52hQ0,drum-break-youtube-ingest
Les Musiciens-Katmandou 1969 (HQ),Michalis Matthaiou,funk,1960s,https://www.youtube.com/watch?v=WxwJp7euDzw,drum-break-youtube-ingest
Arthur Conley - Shing A Ling [Drum Break] (1969),Rhythm Relics,funk,1960s,https://www.youtube.com/watch?v=trDyv-3eWso,drum-break-youtube-ingest
"Sam Lunsford plays James Brown ""Funky Drummer"" drum break",Samuel Lunsford,funk,1960s,https://www.youtube.com/watch?v=tHbKjxdMWuU,drum-break-youtube-ingest
